time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010461700000	-24.9233	-5.96787	4.7335	2.21777	-0.543484	lidar	2.88131	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.0536	-5.76464	4.74278	2.18543	-0.54793	radar	1.93286	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.1854	-5.5927	4.70173	2.16384	-0.542458	lidar	0.171868	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.3377	-5.40159	4.75858	2.1491	-0.525784	radar	1.16174	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.4861	-5.16469	4.84564	2.1188	-0.529856	lidar	0.674678	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.615	-4.98486	4.84675	2.10801	-0.507805	radar	6.37408	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.7249	-4.8174	4.75928	2.08969	-0.50097	lidar	0.512146	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.8467	-4.60756	4.78815	2.06894	-0.493983	radar	0.30679	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9617	-4.35359	4.86847	2.03587	-0.501987	lidar	0.503024	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0728	-4.13551	4.8139	2.00101	-0.522653	radar	10.8891	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1695	-3.83813	4.95805	1.95909	-0.537649	lidar	1.81502	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.2447	-3.60392	4.90488	1.91636	-0.563819	radar	3.76884	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.2763	-3.3392	4.92603	1.86913	-0.580904	lidar	4.56392	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-26.3261	-3.0953	4.90554	1.82686	-0.600131	radar	0.898876	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.3512	-2.86918	4.8558	1.78934	-0.606674	lidar	1.66556	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.4064	-2.64408	4.83505	1.76299	-0.602655	radar	1.27821	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.4775	-2.51373	4.63119	1.75522	-0.582537	lidar	5.28654	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.5304	-2.28002	4.65822	1.73318	-0.572163	radar	0.870645	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.5788	-2.08989	4.58162	1.71319	-0.564434	lidar	0.877794	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.608	-1.85693	4.60093	1.68923	-0.55518	radar	2.01807	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.608	-1.59769	4.65463	1.65131	-0.56428	lidar	1.31272	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.6063	-1.37464	4.62464	1.613	-0.579423	radar	1.70559	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.6107	-1.14344	4.62427	1.58339	-0.579989	lidar	0.0063531	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.638	-0.924424	4.60606	1.56505	-0.569261	radar	4.99813	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6495	-0.659874	4.68498	1.54027	-0.565904	lidar	0.673692	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.6382	-0.416096	4.71107	1.50554	-0.578282	radar	2.33957	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.595	-0.0990571	4.88712	1.46682	-0.5867	lidar	2.72951	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.5749	0.145028	4.89577	1.43775	-0.589504	radar	2.76041	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5509	0.452042	5.03785	1.41228	-0.585562	lidar	1.28927	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5362	0.692621	5.00809	1.39791	-0.565651	radar	1.77336	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.5258	0.979178	5.09369	1.38214	-0.554382	lidar	2.61013	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.4858	1.24637	5.10718	1.36887	-0.529053	radar	7.31023	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.427	1.47082	5.05391	1.34001	-0.531348	lidar	0.200625	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.3884	1.68097	4.95624	1.32442	-0.514983	radar	8.92513	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.332	1.87645	4.85976	1.29829	-0.515684	lidar	0.513194	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2657	2.10548	4.85144	1.27259	-0.516026	radar	0.173439	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2033	2.28369	4.73497	1.24645	-0.516818	lidar	0.788036	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1408	2.50103	4.68745	1.23124	-0.499616	radar	1.17247	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0589	2.75005	4.74938	1.20856	-0.497283	lidar	0.218739	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9676	2.97419	4.7892	1.17617	-0.511981	radar	2.4561	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8613	3.2712	4.95615	1.15546	-0.506713	lidar	1.5412	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7786	3.50138	4.95112	1.13743	-0.499386	radar	2.22964	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6737	3.69475	4.88863	1.10922	-0.502658	lidar	0.23929	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5589	3.89985	4.86828	1.08099	-0.506165	radar	1.07718	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.4942	4.06558	4.73627	1.06409	-0.499763	lidar	3.81589	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.3731	4.26284	4.72418	1.03649	-0.50254	radar	0.541376	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.2116	4.49358	4.8114	1.00494	-0.507469	lidar	2.03308	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-25.0623	4.68444	4.76754	0.97779	-0.502737	radar	8.91363	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9443	4.87776	4.74748	0.957016	-0.499073	lidar	0.449544	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.7896	5.06639	4.7478	0.927903	-0.50166	radar	2.26457	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.6182	5.29233	4.84353	0.902894	-0.500582	lidar	0.979299	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.447	5.47707	4.89919	0.867218	-0.516117	radar	0.857513	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.2604	5.65296	4.90952	0.832862	-0.523587	lidar	1.18729	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-24.0954	5.81674	4.91187	0.800612	-0.53349	radar	3.26887	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.9233	5.97606	4.8853	0.770825	-0.536596	lidar	0.0698769	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7808	6.14583	4.72627	0.763263	-0.506181	radar	4.46302	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6155	6.30014	4.70633	0.737957	-0.506458	lidar	0.061181	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4694	6.45866	4.62123	0.72431	-0.490942	radar	1.79222	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.2342	6.7025	4.84335	0.710458	-0.478233	lidar	4.62479	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-23.0427	6.83686	4.78434	0.682238	-0.47888	radar	5.52	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.8247	7.01767	4.87341	0.660567	-0.475592	lidar	1.02866	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.6139	7.15532	4.90026	0.629149	-0.484217	radar	1.379	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4296	7.29765	4.88037	0.608108	-0.481684	lidar	0.342925	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.1971	7.4395	5.0222	0.572969	-0.499335	radar	2.2323	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.0147	7.59864	5.0157	0.561062	-0.487778	lidar	2.20045	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-21.8321	7.75968	4.91606	0.557827	-0.460306	radar	6.0823	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.6237	7.90203	4.93343	0.539448	-0.455912	lidar	0.114687	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4376	8.02661	4.85585	0.523745	-0.446784	radar	1.8064	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.2197	8.05966	4.75582	0.473733	-0.47293	lidar	4.01022	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-21.0348	8.19023	4.60912	0.469555	-0.445671	radar	6.39734	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.8554	8.34314	4.62811	0.46749	-0.427308	lidar	3.56402	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.6127	8.45968	4.75948	0.442278	-0.434212	radar	4.44066	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3547	8.60886	4.88079	0.431032	-0.422995	lidar	1.66459	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.1648	8.72043	4.734	0.424793	-0.401722	radar	2.31771	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-19.9663	8.82347	4.7137	0.409486	-0.397738	lidar	0.59471	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.7781	8.91959	4.58104	0.399914	-0.382374	radar	1.65382	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5542	9.00063	4.59461	0.377226	-0.385374	lidar	0.304315	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.3158	9.10463	4.67602	0.361467	-0.382702	radar	4.7584	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-19.0173	9.21507	4.83518	0.344052	-0.378844	lidar	6.28481	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.8068	9.29075	4.79753	0.325874	-0.378309	radar	1.6132	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.5425	9.40511	4.89517	0.31725	-0.367619	lidar	1.10487	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.2741	9.44878	5.02789	0.278947	-0.392313	radar	4.90327	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.9673	9.59252	5.20447	0.280815	-0.370362	lidar	3.45253	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.7249	9.68069	5.10367	0.275453	-0.350946	radar	3.34723	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.4428	9.79516	5.20503	0.27173	-0.337018	lidar	1.10502	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.195	9.87393	5.19996	0.259455	-0.332207	radar	0.511029	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.917	10.0005	5.29571	0.262638	-0.313066	lidar	1.39785	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.662	10.0704	5.2818	0.249033	-0.310079	radar	0.0658752	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4147	10.174	5.29805	0.247919	-0.296966	lidar	1.54326	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.1563	10.2465	5.31367	0.235807	-0.294837	radar	0.502216	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-15.9297	10.2647	5.22493	0.208355	-0.307412	lidar	0.804742	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.6855	10.3258	5.16945	0.198903	-0.299284	radar	0.377526	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.4756	10.3144	5.04844	0.165148	-0.317833	lidar	1.59582	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.1676	10.3553	5.26685	0.14184	-0.330381	radar	7.69862	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9067	10.4099	5.27932	0.131913	-0.324212	lidar	0.265477	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.6728	10.4344	5.08982	0.120748	-0.31124	radar	6.37768	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4368	10.4014	5.02391	0.0843751	-0.331181	lidar	1.93727	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1778	10.4238	5.03301	0.0691563	-0.329187	radar	0.539793	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8612	10.5758	5.21924	0.0993327	-0.283481	lidar	8.34504	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.6163	10.6242	5.0934	0.0999325	-0.262188	radar	2.35853	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3689	10.6245	5.07099	0.0786672	-0.270013	lidar	0.31648	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.1089	10.6474	5.09257	0.0664345	-0.269016	radar	0.241976	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.8507	10.7401	5.13521	0.0799018	-0.2436	lidar	4.66306	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.5918	10.7843	5.10831	0.0791421	-0.229635	radar	1.74969	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.3606	10.7533	5.0429	0.050118	-0.246644	lidar	1.25974	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.1138	10.7798	4.98068	0.0464298	-0.234645	radar	0.820119	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.8627	10.846	5.00815	0.0542464	-0.216286	lidar	2.68006	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.5893	10.8642	5.04292	0.0466223	-0.211877	radar	2.8215	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.3599	10.8809	5.00319	0.0377236	-0.210798	lidar	0.669637	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.0826	10.8352	5.24003	-0.0040165	-0.254189	radar	8.46418	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.78	10.8155	5.31149	-0.0217032	-0.257915	lidar	2.64141	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.5244	10.8133	5.27434	-0.0318783	-0.254161	radar	0.244193	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.2927	10.8074	5.21527	-0.0442562	-0.254609	lidar	1.0408	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.0588	10.847	4.99963	-0.0294145	-0.217021	radar	6.70345	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.79446	10.8956	5.04352	-0.0200246	-0.19788	lidar	2.48767	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.57488	10.8704	4.95882	-0.0367734	-0.203729	radar	3.68656	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.30861	10.8998	5.00518	-0.0325504	-0.189991	lidar	1.04895	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.0726	10.8749	4.94063	-0.0459054	-0.191279	radar	2.43071	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80082	10.9095	5.001	-0.0381506	-0.174772	lidar	1.51017	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.57015	10.8642	4.94177	-0.0588882	-0.185162	radar	5.98542	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.41471	10.7872	4.74908	-0.0939412	-0.210813	lidar	3.8128	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.17453	10.7901	4.70803	-0.0919851	-0.195434	radar	1.69524	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.81392	10.8446	4.96825	-0.0675877	-0.161147	lidar	7.11367	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.56072	10.8395	4.90947	-0.0654106	-0.145226	radar	2.44477	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.27421	10.8323	4.99391	-0.0667972	-0.138959	lidar	0.842525	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-7.05543	10.8536	4.82827	-0.0529596	-0.109916	radar	4.48584	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
